1767643302.461387 server started (3948): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1767643302.461420 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:29 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6000
1767643302.461425 using libevent 2.1.12-stable select
1767643302.461432 using utf8proc 2.11.2
1767643302.461436 using ncurses 6.5 20240427
1767643302.465172 cmd_parse_build_commands 0:0: bind
1767643302.465176 cmd_parse_build_commands 0:1: -N
1767643302.465180 cmd_parse_build_commands 0:2: Rename current session
1767643302.465183 cmd_parse_build_commands 0:3: $
1767643302.465187 cmd_parse_build_commands 0:4 0:0: command-prompt
1767643302.465192 cmd_parse_build_commands 0:4 0:1: -I#S
1767643302.465195 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1767643302.465198 cmd_parse_build_commands 0:4 0:2 0:1: --
1767643302.465202 cmd_parse_build_commands 0:4 0:2 0:2: %%
1767643302.465207 cmd_parse_build_commands 0:0: command-prompt
1767643302.465211 cmd_parse_build_commands 0:1: -I#S
1767643302.465216 cmd_parse_build_commands 0:2 0:0: rename-session
1767643302.465220 cmd_parse_build_commands 0:2 0:1: --
1767643302.465223 cmd_parse_build_commands 0:2 0:2: %%
1767643302.465285 cmd_parse_build_commands 0:0: rename-session
1767643302.465290 cmd_parse_build_commands 0:1: --
1767643302.465294 cmd_parse_build_commands 0:2: %%
1767643302.465299 args_parse_flags: next --
1767643302.465302 args_parse: flags end at 2 of 3
1767643302.465305 args_parse: 2 = %% (type STRING)
1767643302.465310 cmd_parse_build_commands: rename-session "%%"
1767643302.465314 args_parse_flags: next -I#S
1767643302.465317 args_parse_flag_argument: -I = #S
1767643302.465320 args_parse: flags end at 2 of 3
1767643302.465323 args_parse: 2 = rename-session "%%" (type COMMANDS)
1767643302.465329 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1767643302.465332 args_parse_flags: next -N
1767643302.465335 args_parse_flag_argument: -N = Rename current session
1767643302.465338 args_parse_flags: next $
1767643302.465341 args_parse: flags end at 3 of 5
1767643302.465343 args_parse: 3 = $ (type STRING)
1767643302.465349 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1767643302.465358 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1767643302.465373 cmdq_get_command: [bind-key/0x139c048c0] group 62
1767643302.465376 cmdq_append <global>: [bind-key/0x139c048c0]
1767643302.465379 yylex_token: end at WS
1767643302.465382 yylex_token: bind
1767643302.465384 yylex_token: end at WS
1767643302.465387 yylex_token: -N
1767643302.465390 yylex_token: end at WS
1767643302.465393 yylex_token: Split window horizontally
1767643302.465396 yylex_get_word: %
1767643302.465399 yylex_token: end at WS
1767643302.465401 yylex_token: split-window
1767643302.465404 yylex_token: end at WS
1767643302.465406 yylex_token: -h
1767643302.465409 cmd_parse_build_commands 0:0: bind
1767643302.465412 cmd_parse_build_commands 0:1: -N
1767643302.465414 cmd_parse_build_commands 0:2: Split window horizontally
1767643302.465417 cmd_parse_build_commands 0:3: %
1767643302.465419 cmd_parse_build_commands 0:4 0:0: split-window
1767643302.465422 cmd_parse_build_commands 0:4 0:1: -h
1767643302.465425 cmd_parse_build_commands 0:0: split-window
1767643302.465432 cmd_parse_build_commands 0:1: -h
1767643302.465436 args_parse_flags: next -h
1767643302.465439 args_parse_flags: -h
1767643302.465442 args_parse: flags end at 2 of 2
1767643302.465446 cmd_parse_build_commands: split-window -h
1767643302.465449 args_parse_flags: next -N
1767643302.465452 args_parse_flag_argument: -N = Split window horizontally
1767643302.465455 args_parse_flags: next %
1767643302.465458 args_parse: flags end at 3 of 5
1767643302.465461 args_parse: 3 = % (type STRING)
1767643302.465511 args_parse: 4 = split-window -h (type COMMANDS)
1767643302.465520 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1767643302.465527 cmdq_get_command: [bind-key/0x139c05000] group 74
1767643302.465531 cmdq_append <global>: [bind-key/0x139c05000]
1767643302.465534 yylex_token: end at WS
1767643302.465537 yylex_token: bind
1767643302.465540 yylex_token: end at WS
1767643302.465543 yylex_token: -N
1767643302.465546 yylex_token: end at WS
1767643302.465548 yylex_token: Kill current window
1767643302.465551 yylex_token: end at WS
1767643302.465554 yylex_token: &
1767643302.465557 yylex_token: end at WS
1767643302.465559 yylex_token: confirm-before
1767643302.465563 yylex_token: end at WS
1767643302.465566 yylex_token: -pkill-window #W? (y/n)
1767643302.465568 yylex_token: end at WS
1767643302.465571 yylex_token: kill-window
1767643302.465574 cmd_parse_build_commands 0:0: bind
1767643302.465577 cmd_parse_build_commands 0:1: -N
1767643302.465580 cmd_parse_build_commands 0:2: Kill current window
1767643302.465582 cmd_parse_build_commands 0:3: &
1767643302.465585 cmd_parse_build_commands 0:4 0:0: confirm-before
1767643302.465588 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1767643302.465591 cmd_parse_build_commands 0:4 0:2: kill-window
1767643302.465595 cmd_parse_build_commands 0:0: confirm-before
1767643302.465598 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1767643302.465601 cmd_parse_build_commands 0:2: kill-window
1767643302.465605 args_parse_flags: next -pkill-window #W? (y/n)
1767643302.465608 args_parse_flag_argument: -p = kill-window #W? (y/n)
1767643302.465610 args_parse_flags: next kill-window
1767643302.465613 args_parse: flags end at 2 of 3
1767643302.465647 args_parse: 2 = kill-window (type STRING)
1767643302.465657 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1767643302.465660 args_parse_flags: next -N
1767643302.465664 args_parse_flag_argument: -N = Kill current window
1767643302.465667 args_parse_flags: next &
1767643302.465670 args_parse: flags end at 3 of 5
1767643302.465673 args_parse: 3 = & (type STRING)
1767643302.465678 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1767643302.465687 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1767643302.465692 cmdq_get_command: [bind-key/0x139b05790] group 82
1767643302.465695 cmdq_append <global>: [bind-key/0x139b05790]
1767643302.465704 yylex_token: end at WS
1767643302.465707 yylex_token: bind
1767643302.465710 yylex_token: end at WS
1767643302.465713 yylex_token: -N
1767643302.465717 yylex_token: end at WS
1767643302.465719 yylex_token: Prompt for window index to select
1767643302.465722 yylex_token: end at WS
1767643302.465725 yylex_token: '
1767643302.465728 yylex_token: end at WS
1767643302.465730 yylex_token: command-prompt
1767643302.465733 yylex_token: end at WS
1767643302.465735 yylex_token: -T
1767643302.465738 yylex_token: end at WS
1767643302.465740 yylex_token: window-target
1767643302.465743 yylex_token: end at WS
1767643302.465745 yylex_token: -pindex
1767643302.465748 yylex_token: end at WS
1767643302.465751 yylex_token: select-window
1767643302.465753 yylex_token: end at WS
1767643302.465756 yylex_token: -t
1767643302.465758 yylex_token: end at WS
1767643302.465761 yylex_token: :%%
1767643302.465764 cmd_parse_build_commands 0:0: bind
1767643302.465767 cmd_parse_build_commands 0:1: -N
1767643302.465769 cmd_parse_build_commands 0:2: Prompt for window index to select
1767643302.465772 cmd_parse_build_commands 0:3: '
1767643302.465775 cmd_parse_build_commands 0:4 0:0: command-prompt
1767643302.465777 cmd_parse_build_commands 0:4 0:1: -T
1767643302.465779 cmd_parse_build_commands 0:4 0:2: window-target
1767643302.465782 cmd_parse_build_commands 0:4 0:3: -pindex
1767643302.465785 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1767643302.465788 cmd_parse_build_commands 0:4 0:4 0:1: -t
1767643302.465790 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1767643302.465821 cmd_parse_build_commands 0:0: command-prompt
1767643302.465829 cmd_parse_build_commands 0:1: -T
1767643302.465834 cmd_parse_build_commands 0:2: window-target
1767643302.465838 cmd_parse_build_commands 0:3: -pindex
1767643302.465841 cmd_parse_build_commands 0:4 0:0: select-window
1767643302.465844 cmd_parse_build_commands 0:4 0:1: -t
1767643302.465847 cmd_parse_build_commands 0:4 0:2: :%%
1767643302.465851 cmd_parse_build_commands 0:0: select-window
1767643302.465854 cmd_parse_build_commands 0:1: -t
1767643302.465856 cmd_parse_build_commands 0:2: :%%
1767643302.465861 args_parse_flags: next -t
1767643302.465864 args_parse_flag_argument: -t = :%%
1767643302.465867 args_parse: flags end at 3 of 3
1767643302.465873 cmd_parse_build_commands: select-window -t ":%%"
1767643302.465876 args_parse_flags: next -T
1767643302.465879 args_parse_flag_argument: -T = window-target
1767643302.465883 args_parse_flags: next -pindex
1767643302.465885 args_parse_flag_argument: -p = index
1767643302.465888 args_parse: flags end at 4 of 5
1767643302.465892 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1767643302.465901 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1767643302.465904 args_parse_flags: next -N
1767643302.465907 args_parse_flag_argument: -N = Prompt for window index to select
1767643302.465909 args_parse_flags: next '
1767643302.465912 args_parse: flags end at 3 of 5
1767643302.465914 args_parse: 3 = ' (type STRING)
1767643302.465921 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1767643302.465934 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1767643302.465940 cmdq_get_command: [bind-key/0x139816340] group 90
1767643302.465943 cmdq_append <global>: [bind-key/0x139816340]
1767643302.465947 yylex_token: end at WS
1767643302.465949 yylex_token: bind
1767643302.465957 yylex_token: end at WS
1767643302.465959 yylex_token: -N
1767643302.465963 yylex_token: end at WS
1767643302.465966 yylex_token: Switch to previous client
1767643302.465969 yylex_token: end at WS
1767643302.465971 yylex_token: (
1767643302.465974 yylex_token: end at WS
1767643302.465977 yylex_token: switch-client
1767643302.465979 yylex_token: end at WS
1767643302.465982 yylex_token: -p
1767643302.465987 cmd_parse_build_commands 0:0: bind
1767643302.465989 cmd_parse_build_commands 0:1: -N
1767643302.466035 cmd_parse_build_commands 0:2: Switch to previous client
1767643302.466042 cmd_parse_build_commands 0:3: (
1767643302.466045 cmd_parse_build_commands 0:4 0:0: switch-client
1767643302.466049 cmd_parse_build_commands 0:4 0:1: -p
1767643302.466053 cmd_parse_build_commands 0:0: switch-client
1767643302.466056 cmd_parse_build_commands 0:1: -p
1767643302.466061 args_parse_flags: next -p
1767643302.466064 args_parse_flags: -p
1767643302.466067 args_parse: flags end at 2 of 2
1767643302.466072 cmd_parse_build_commands: switch-client -p
1767643302.466075 args_parse_flags: next -N
1767643302.466078 args_parse_flag_argument: -N = Switch to previous client
1767643302.466081 args_parse_flags: next (
1767643302.466085 args_parse: flags end at 3 of 5
1767643302.466087 args_parse: 3 = ( (type STRING)
1767643302.466091 args_parse: 4 = switch-client -p (type COMMANDS)
1767643302.466129 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1767643302.466171 cmdq_get_command: [bind-key/0x138f041d0] group 102
1767643302.466184 cmdq_append <global>: [bind-key/0x138f041d0]
1767643302.466217 yylex_token: end at WS
1767643302.466227 yylex_token: bind
1767643302.466243 yylex_token: end at WS
1767643302.466262 yylex_token: -N
1767643302.466275 yylex_token: end at WS
1767643302.466285 yylex_token: Switch to next client
1767643302.466293 yylex_token: end at WS
1767643302.466301 yylex_token: )
1767643302.466311 yylex_token: end at WS
1767643302.466320 yylex_token: switch-client
1767643302.466328 yylex_token: end at WS
1767643302.466336 yylex_token: -n
1767643302.466349 cmd_parse_build_commands 0:0: bind
1767643302.466359 cmd_parse_build_commands 0:1: -N
1767643302.466368 cmd_parse_build_commands 0:2: Switch to next client
1767643302.466383 cmd_parse_build_commands 0:3: )
1767643302.466394 cmd_parse_build_commands 0:4 0:0: switch-client
1767643302.466404 cmd_parse_build_commands 0:4 0:1: -n
1767643302.466422 cmd_parse_build_commands 0:0: switch-client
1767643302.466433 cmd_parse_build_commands 0:1: -n
1767643302.466450 args_parse_flags: next -n
1767643302.466459 args_parse_flags: -n
1767643302.466476 args_parse: flags end at 2 of 2
1767643302.466488 cmd_parse_build_commands: switch-client -n
1767643302.466500 args_parse_flags: next -N
1767643302.466509 args_parse_flag_argument: -N = Switch to next client
1767643302.466519 args_parse_flags: next )
1767643302.466527 args_parse: flags end at 3 of 5
1767643302.466535 args_parse: 3 = ) (type STRING)
1767643302.466547 args_parse: 4 = switch-client -n (type COMMANDS)
1767643302.466567 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1767643302.466591 cmdq_get_command: [bind-key/0x138f04760] group 110
1767643302.466604 cmdq_append <global>: [bind-key/0x138f04760]
1767643302.466613 yylex_token: end at WS
1767643302.466625 yylex_token: bind
1767643302.466635 yylex_token: end at WS
1767643302.466645 yylex_token: -N
1767643302.466656 yylex_token: end at WS
1767643302.466667 yylex_token: Rename current window
1767643302.466677 yylex_token: end at WS
1767643302.466686 yylex_token: ,
1767643302.466696 yylex_token: end at WS
1767643302.466705 yylex_token: command-prompt
1767643302.466713 yylex_token: end at WS
1767643302.466723 yylex_token: -I#W
1767643302.466731 yylex_token: end at WS
1767643302.466740 yylex_token: rename-window
1767643302.466749 yylex_token: end at WS
1767643302.466758 yylex_token: --
1767643302.466766 yylex_token: end at WS
1767643302.466774 yylex_token: %%
1767643302.466831 cmd_parse_build_commands 0:0: bind
1767643302.466840 cmd_parse_build_commands 0:1: -N
1767643302.466843 cmd_parse_build_commands 0:2: Rename current window
1767643302.466846 cmd_parse_build_commands 0:3: ,
1767643302.466849 cmd_parse_build_commands 0:4 0:0: command-prompt
1767643302.466853 cmd_parse_build_commands 0:4 0:1: -I#W
1767643302.466858 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1767643302.466862 cmd_parse_build_commands 0:4 0:2 0:1: --
1767643302.466864 cmd_parse_build_commands 0:4 0:2 0:2: %%
1767643302.466869 cmd_parse_build_commands 0:0: command-prompt
1767643302.466889 cmd_parse_build_commands 0:1: -I#W
1767643302.466894 cmd_parse_build_commands 0:2 0:0: rename-window
1767643302.466898 cmd_parse_build_commands 0:2 0:1: --
1767643302.466903 cmd_parse_build_commands 0:2 0:2: %%
1767643302.466906 cmd_parse_build_commands 0:0: rename-window
1767643302.466908 cmd_parse_build_commands 0:1: --
1767643302.467133 cmd_parse_build_commands 0:2: %%
1767643302.467141 args_parse_flags: next --
1767643302.467146 args_parse: flags end at 2 of 3
1767643302.467150 args_parse: 2 = %% (type STRING)
1767643302.467156 cmd_parse_build_commands: rename-window "%%"
1767643302.467161 args_parse_flags: next -I#W
1767643302.467165 args_parse_flag_argument: -I = #W
1767643302.467168 args_parse: flags end at 2 of 3
1767643302.467172 args_parse: 2 = rename-window "%%" (type COMMANDS)
1767643302.467179 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1767643302.467185 args_parse_flags: next -N
1767643302.467188 args_parse_flag_argument: -N = Rename current window
1767643302.467191 args_parse_flags: next ,
1767643302.467406 args_parse: flags end at 3 of 5
1767643302.467422 args_parse: 3 = , (type STRING)
1767643302.467432 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1767643302.467444 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1767643302.467452 cmdq_get_command: [bind-key/0x138e04690] group 118
1767643302.467455 cmdq_append <global>: [bind-key/0x138e04690]
1767643302.467465 yylex_token: end at WS
1767643302.467468 yylex_token: bind
1767643302.467474 yylex_token: end at WS
1767643302.467477 yylex_token: -N
1767643302.467481 yylex_token: end at WS
1767643302.467484 yylex_token: Delete the most recent paste buffer
1767643302.467487 yylex_token: end at WS
1767643302.467490 yylex_token: -
1767643302.467493 yylex_token: end at WS
1767643302.467496 yylex_token: delete-buffer
1767643302.467504 cmd_parse_build_commands 0:0: bind
1767643302.467508 cmd_parse_build_commands 0:1: -N
1767643302.467511 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1767643302.467514 cmd_parse_build_commands 0:3: -
1767643302.467517 cmd_parse_build_commands 0:4 0:0: delete-buffer
1767643302.467522 cmd_parse_build_commands 0:0: delete-buffer
1767643302.467528 args_parse: flags end at 1 of 1
1767643302.467533 cmd_parse_build_commands: delete-buffer
1767643302.467536 args_parse_flags: next -N
1767643302.467539 args_parse_flag_argument: -N = Delete the most recent paste buffer
1767643302.467542 args_parse_flags: next -
1767643302.467544 args_parse: flags end at 3 of 5
1767643302.467548 args_parse: 3 = - (type STRING)
1767643302.467552 args_parse: 4 = delete-buffer (type COMMANDS)
1767643302.467560 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1767643302.467565 cmdq_get_command: [bind-key/0x138e05020] group 130
1767643302.467568 cmdq_append <global>: [bind-key/0x138e05020]
1767643302.467571 yylex_token: end at WS
1767643302.467574 yylex_token: bind
1767643302.467578 yylex_token: end at WS
1767643302.467580 yylex_token: -N
1767643302.467584 yylex_token: end at WS
1767643302.467587 yylex_token: Move the current window
1767643302.467589 yylex_token: end at WS
1767643302.467592 yylex_token: .
1767643302.467595 yylex_token: end at WS
1767643302.467598 yylex_token: command-prompt
1767643302.467601 yylex_token: end at WS
1767643302.467604 yylex_token: -T
1767643302.467607 yylex_token: end at WS
1767643302.467609 yylex_token: target
1767643302.467612 yylex_token: end at WS
1767643302.467615 yylex_token: move-window
1767643302.467618 yylex_token: end at WS
1767643302.467621 yylex_token: -t
1767643302.467624 yylex_token: end at WS
1767643302.467626 yylex_token: %%
1767643302.467630 cmd_parse_build_commands 0:0: bind
1767643302.467632 cmd_parse_build_commands 0:1: -N
1767643302.467636 cmd_parse_build_commands 0:2: Move the current window
1767643302.467639 cmd_parse_build_commands 0:3: .
1767643302.467642 cmd_parse_build_commands 0:4 0:0: command-prompt
1767643302.467655 cmd_parse_build_commands 0:4 0:1: -T
1767643302.467658 cmd_parse_build_commands 0:4 0:2: target
1767643302.467661 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1767643302.467664 cmd_parse_build_commands 0:4 0:3 0:1: -t
